project_id,city,region,project_type,land_area_m2,building_area_m2,floors,units,finishing_level,construction_method,structural_system,concrete_m3,steel_ton,blocks_m2,tiles_m2,paint_m2,electrical_points,plumbing_points,estimated_cost_sar,duration_months,year
SA-R08143,Buraydah,Central,Warehouse,,17174.448226234686,2,128,Standard,SlipForm,Precast,5477,485.61,61828,22327,75568,5152,1374,62580000,37,2025
SA-R08144,Madinah,Western,Government_Building,,19000.022039772717,10,119,Standard,Precast,RC Frame,46581,4887.44,342000,123500,418000,28500,7600,336070000,73.5,2022
SA-R08145,Buraydah,Central,Luxury_Villa,2048,2959.0027798868655,3,1,Premium,SteelFrame,RC Frame,1673,198.94,15979,5770,19529,1332,355,34570000,20.5,2026
SA-R08146,Jeddah,Western,Parking,,11065.807343097165,2,75,Raw,Precast,RC Frame,3824,360.68,39837,14386,48690,3320,885,21220000,37.5,2023
SA-R08147,Tabuk,Northern,Parking,,15313.052074055582,1,90,UltraLuxury,SteelFrame,RC Frame,3585,324.9,27563,9953,33689,2297,613,141810000,48.5,2020
SA-R08148,Abha,Southern,DataCenter,,4502.765505523481,4,32,Standard,Traditional,RC Frame,4283,545.99,32420,11707,39624,2702,720,29430000,27.5,2023
SA-R08149,Najran,Southern,CommercialComplex,,9882.146682991719,3,58,UltraLuxury,AAC,RC Frame,6417,789.26,53364,19270,65222,4447,1186,262270000,34,2025
SA-R08150,Buraydah,Central,Residential_Compound,,6672.875423126212,3,34,Premium,ICF,RC Frame,2903,291.64,36034,13012,44041,3003,801,75270000,38.5,2026
SA-R08151,Tabuk,Northern,Parking,,9109.027847149264,2,47,Premium,Precast,RC Frame,2375,207.69,32793,11842,40080,2733,729,67840000,39.5,2025
SA-R08152,Khobar,Eastern,DataCenter,,4842.23906193944,2,35,Good,Traditional,RC Frame,2640,335.83,17432,6295,21306,1453,387,27340000,26,2026
SA-R08153,Jeddah,Western,Office_Building,,19231.51959521656,18,101,Premium,SteelFrame,RC Frame,70905,8436,623101,225009,761568,51925,13847,1502040000,59,2026
SA-R08154,Dammam,Eastern,Warehouse,,2298.6989295115095,1,15,Standard,Traditional,Precast,377,32.19,4138,1494,5057,345,92,4070000,16,2024
SA-R08155,Buraydah,Central,Factory,,16497.153217848918,3,127,Good,SlipForm,RC Frame,6798,621.3,89085,32169,108881,7424,1980,133880000,53.5,2020
SA-R08156,Khobar,Eastern,CommercialComplex,,6032.293826974672,8,55,UltraLuxury,ICF,RC Frame,12412,1529.21,86865,31368,106168,7239,1930,555690000,34,2022
SA-R08157,Abha,Southern,Mosque,,3805.63864396887,1,25,Luxury,Traditional,RC Frame,783,76.88,6850,2474,8372,571,152,21980000,21,2021
SA-R08158,Madinah,Western,DataCenter,,2843.738380533224,3,16,Standard,AAC,RC Frame,2150,285.16,15356,5545,18769,1280,341,15540000,24,2026
SA-R08159,Khamis Mushait,Southern,Townhouse_Project,,4000.714025477181,4,40,Premium,AAC,RC Frame,3306,349.44,28805,10402,35206,2400,640,57440000,28.5,2022
SA-R08160,Tabuk,Northern,University,,67143.63137689578,7,369,UltraLuxury,PostTension,RC Frame,114468,12648.28,846010,305504,1034012,70501,18800,4433640000,84.5,2021
SA-R08161,Madinah,Western,Mall,,37532.433679787195,6,206,Premium,Traditional,RC Frame,36981,4458.54,405350,146376,495428,33779,9008,910680000,95.5,2020
SA-R08162,Buraydah,Central,Warehouse,,15391.918346493694,1,132,UltraLuxury,Precast,Precast,2849,235.9,27705,10005,33862,2309,616,168070000,35,2020
SA-R08163,Buraydah,Central,Bridge,,,,,Premium,PostTension,RC Frame,,,,,,,,0,15.5,2023
SA-R08164,Makkah,Western,Apartment_Building,,5785.237995495732,10,30,UltraLuxury,AAC,RC Frame,13063,1491.26,104134,37604,127275,8678,2314,660190000,32.5,2022
SA-R08165,Najran,Southern,DataCenter,,3503.2836546363383,2,35,Luxury,Traditional,RC Frame,1695,214.74,12612,4554,15414,1051,280,36560000,26,2020
SA-R08166,Makkah,Western,Factory,,26100.5649666544,1,175,Luxury,AAC,Precast,4463,458.85,46981,16965,57421,3915,1044,168350000,71.5,2022
SA-R08167,Jeddah,Western,Mall,,69463.45114741013,5,519,Raw,SlipForm,RC Frame,73579,8640.88,625171,225756,764098,52098,13893,332030000,114.5,2023
SA-R08168,Taif,Western,Hospital,,11395.459505568924,14,63,Premium,Traditional,Shear Wall,53898,7146.2,287166,103699,350980,23930,6381,599500000,83.5,2022
SA-R08169,Khamis Mushait,Southern,Villa,309,710.077457994641,3,1,Good,Traditional,Steel Frame,473,53.97,3834,1385,4687,320,85,5150000,10,2025
SA-R08170,Jeddah,Western,Factory,,45272.72242047186,1,388,Good,AAC,RC Frame,13253,1252.33,81491,29427,99600,6791,1811,129960000,87.5,2025
SA-R08171,Hail,Northern,Factory,,11994.390911628465,2,61,UltraLuxury,Precast,RC Frame,3710,334.62,43180,15593,52775,3598,960,237430000,46.5,2021
SA-R08172,Hail,Northern,Parking,,19881.18220112716,4,105,Raw,SlipForm,RC Frame,13003,1147.43,143145,51691,174954,11929,3181,65400000,47.5,2023
SA-R08173,Madinah,Western,University,,35565.94153196327,2,274,Premium,PostTension,RC Frame,19230,2045.07,128037,46236,156490,10670,2845,284850000,65,2023
SA-R08174,Taif,Western,CommercialComplex,,6927.596522518333,5,35,Good,ICF,RC Frame,10065,1192.07,62348,22515,76204,5196,1386,91060000,37,2023
SA-R08175,Hail,Northern,Residential_Tower,,27228.470386816036,54,140,Good,Precast,Shear Wall,428145,58636.97,2646607,955719,3234742,220551,58813,3560750000,154.5,2020
SA-R08176,Dammam,Eastern,DataCenter,,1617.828667119514,3,17,Raw,AAC,RC Frame,1117,143.83,8736,3155,10678,728,194,4400000,22,2025
SA-R08177,Buraydah,Central,Apartment_Building,,7841.993098305251,12,45,UltraLuxury,Precast,Shear Wall,23410,2733.91,169387,61168,207029,14116,3764,1010900000,43,2020
SA-R08178,Hail,Northern,School,,3133.2646141990654,1,16,Luxury,SlipForm,RC Frame,778,80.45,5640,2037,6893,470,125,18770000,22,2025
SA-R08179,Khamis Mushait,Southern,Parking,,9832.34928919642,3,63,Raw,ICF,RC Frame,4646,398.68,53095,19173,64894,4425,1180,23710000,36,2025
SA-R08180,Madinah,Western,Road,,,,,UltraLuxury,AAC,RC Frame,,,,,,,,0,15,2023
SA-R08181,Riyadh,Central,Apartment_Building,,7280.53886801746,12,83,Raw,Precast,Flat Slab,21389,2490.75,157260,56788,192206,13105,3495,89360000,42,2023
SA-R08182,Najran,Southern,CommercialComplex,,16175.572889912202,9,91,Luxury,Precast,RC Frame,35621,4676.97,262044,94627,320276,21837,5823,762330000,51,2025
SA-R08183,Riyadh,Central,Hotel,,29524.990494054367,19,181,Luxury,AAC,RC Frame,137601,16651.57,1009755,364634,1234145,84146,22439,3934560000,102,2024
SA-R08184,Tabuk,Northern,Residential_Compound,,48152.81877306931,1,383,Raw,Precast,RC Frame,10948,1073.33,86675,31299,105936,7223,1926,39620000,82,2024
SA-R08185,Jeddah,Western,Warehouse,,12321.243117719505,2,103,Standard,SlipForm,Steel Frame,3052,267.37,44356,16018,54213,3696,986,47180000,33,2021
SA-R08186,Khamis Mushait,Southern,Mosque,,4351.380092615232,3,29,Raw,AAC,RC Frame,2472,249.21,23497,8485,28719,1958,522,9870000,23,2021
SA-R08187,Khamis Mushait,Southern,Townhouse_Project,,3682.468021464241,3,35,Good,Traditional,RC Frame,2263,243.11,19885,7181,24304,1657,442,25920000,29,2020
SA-R08188,Madinah,Western,DataCenter,,885.3255754055965,3,5,Standard,SteelFrame,RC Frame,633,79.76,4781,1726,5843,398,106,4670000,18.5,2020
SA-R08189,Makkah,Western,Apartment_Building,,4376.564857690727,12,22,Luxury,AAC,Shear Wall,15638,1866.02,94534,34137,115541,7878,2101,338350000,34.5,2023
SA-R08190,Madinah,Western,Bridge,,,,,Good,ICF,RC Frame,,,,,,,,0,15,2025
SA-R08191,Tabuk,Northern,Residential_Tower,,39118.92744547949,31,248,Luxury,PostTension,Shear Wall,290616,38722.16,2182836,788246,2667911,181903,48507,6893790000,145,2021
SA-R08192,Riyadh,Central,Bridge,,,,,Raw,ICF,RC Frame,,,,,,,,0,16,2021
SA-R08193,Abha,Southern,School,,7299.147791744569,4,44,Good,Precast,RC Frame,5334,570.33,52554,18978,64233,4379,1168,73780000,32.5,2022
SA-R08194,Dammam,Eastern,Warehouse,,19807.366175705105,1,128,Luxury,AAC,Precast,2533,224.18,35653,12875,43576,2971,792,125870000,43.5,2022
SA-R08195,Riyadh,Central,Office_Building,,14164.861245840773,11,168,Luxury,PostTension,RC Frame,36305,4344.1,280464,101279,342790,23372,6233,1060980000,56,2021
SA-R08196,Buraydah,Central,Townhouse_Project,,3090.0868941101185,4,18,Raw,AAC,RC Frame,2529,283.22,22249,8034,27193,1854,494,10580000,27,2020
SA-R08197,Tabuk,Northern,School,,8841.388841591668,1,58,Raw,PostTension,RC Frame,2528,258.5,15914,5747,19451,1326,354,7260000,32,2021
SA-R08198,Abha,Southern,Villa,232,522.8416525264001,3,1,Premium,Traditional,RC Frame,355,39.78,2823,1020,3451,235,63,5780000,10,2023
SA-R08199,Jeddah,Western,Road,,,,,Raw,Precast,RC Frame,,,,,,,,0,16.5,2024
SA-R08200,Khamis Mushait,Southern,Parking,,7211.232726583011,5,71,Raw,Precast,RC Frame,7048,641.83,64901,23437,79324,5408,1442,28520000,31.5,2023
SA-R08201,Jeddah,Western,Residential_Compound,,19489.413250511527,1,117,Premium,SlipForm,RC Frame,4174,411.26,35081,12668,42877,2923,780,85360000,62.5,2022
SA-R08202,Najran,Southern,Residential_Compound,,35634.84152027336,3,252,Standard,SteelFrame,RC Frame,18741,1886.64,192428,69488,235190,16036,4276,162510000,80,2023
SA-R08203,Madinah,Western,Luxury_Villa,350,993.2138892115026,3,1,Premium,AAC,RC Frame,513,58.1,5363,1937,6555,447,119,12440000,14,2023
SA-R08204,Buraydah,Central,School,,2838.648802412288,1,24,Good,SlipForm,RC Frame,698,72.62,5110,1845,6245,426,114,7590000,21.5,2024
SA-R08205,Najran,Southern,DataCenter,,811.1029881783845,1,4,Standard,PostTension,RC Frame,218,27.82,1460,527,1784,122,32,1200000,14.5,2026
SA-R08206,Dammam,Eastern,Townhouse_Project,,12071.138771009053,4,125,Good,ICF,RC Frame,10319,1093.21,86912,31385,106226,7243,1931,123890000,45.5,2026
SA-R08207,Taif,Western,Residential_Tower,,14920.97683856393,17,135,UltraLuxury,Traditional,Flat Slab,65524,8556.01,456582,164877,558045,38048,10146,2740200000,91.5,2021
SA-R08208,Khobar,Eastern,School,,3875.9743260031996,1,22,Luxury,Precast,RC Frame,1086,115.55,6977,2519,8527,581,155,25210000,24,2023
SA-R08209,Khobar,Eastern,Factory,,33107.17861563063,1,229,Raw,SteelFrame,Steel Frame,6294,618.71,59593,21520,72836,4966,1324,32120000,78.5,2022
SA-R08210,Madinah,Western,Bridge,,,,,Premium,ICF,RC Frame,,,,,,,,0,15,2021
SA-R08211,Taif,Western,Residential_Tower,,27918.158885359375,58,154,Good,Traditional,Flat Slab,432401,55434.71,2914656,1052515,3562357,242888,64770,4081870000,166,2024
SA-R08212,Najran,Southern,Residential_Compound,,22511.373576248345,2,126,Raw,Traditional,RC Frame,7217,718.44,81041,29265,99050,6753,1801,33840000,65,2026
SA-R08213,Abha,Southern,Mosque,,4736.23637150785,3,42,Raw,AAC,RC Frame,2179,220.12,25576,9236,31259,2131,568,11760000,26,2022
SA-R08214,Hail,Northern,Hotel,,11018.161174608873,12,72,Luxury,AAC,RC Frame,31547,3877.53,237992,85942,290879,19833,5289,768520000,68,2020
SA-R08215,Abha,Southern,Townhouse_Project,,14083.954341776345,2,103,Luxury,SlipForm,RC Frame,4288,456.68,50702,18309,61969,4225,1127,160680000,50,2023
SA-R08216,Madinah,Western,Office_Building,,5122.502772006185,7,31,Luxury,SteelFrame,RC Frame,8503,920.46,64544,23307,78887,5379,1434,220450000,31,2023
SA-R08217,Tabuk,Northern,School,,9575.504175389942,2,54,Premium,SteelFrame,RC Frame,4132,421.98,34472,12448,42132,2873,766,70140000,35.5,2022
SA-R08218,Makkah,Western,Luxury_Villa,697,1519.8221310654078,4,1,Luxury,Traditional,RC Frame,1417,171.06,10943,3952,13374,912,243,38730000,18,2026
SA-R08219,Najran,Southern,CommercialComplex,,28141.02834345726,3,167,Luxury,SlipForm,RC Frame,19128,2249.38,151962,54875,185731,12663,3377,456340000,56.5,2025
SA-R08220,Dammam,Eastern,Office_Building,,17110.35352469673,11,91,UltraLuxury,Traditional,RC Frame,39106,4276.68,338785,122339,414071,28232,7529,2013380000,52,2020
SA-R08221,Khobar,Eastern,Apartment_Building,,6345.594659490739,10,59,UltraLuxury,SteelFrame,Flat Slab,14421,1747.04,114221,41246,139603,9518,2538,696120000,39,2025
SA-R08222,Najran,Southern,Office_Building,,7677.743294785347,19,60,Standard,SteelFrame,RC Frame,32839,3810.56,262579,94820,320930,21882,5835,223910000,49.5,2021
SA-R08223,Jeddah,Western,Parking,,12358.423728443,4,125,Standard,SteelFrame,RC Frame,10463,976.27,88981,32132,108754,7415,1977,93810000,40,2026
SA-R08224,Khobar,Eastern,Villa,161,459.43618865090974,1,1,Luxury,AAC,Load Bearing,109,11.53,827,299,1011,69,18,3220000,8.5,2021
SA-R08225,Makkah,Western,CommercialComplex,,28411.654635344683,5,204,Premium,Precast,RC Frame,32305,3845.05,255705,92338,312528,21309,5682,565640000,57.5,2023
SA-R08226,Riyadh,Central,Apartment_Building,,5258.186391586506,8,39,UltraLuxury,ICF,RC Frame,10373,1284.44,75718,27343,92544,6310,1683,484660000,34.5,2021
SA-R08227,Madinah,Western,Residential_Tower,,33002.680830621175,21,208,Raw,ICF,Core Wall,183628,23850.63,1247501,450487,1524724,103958,27722,621730000,128.5,2023
SA-R08228,Riyadh,Central,CommercialComplex,,24544.429882367906,10,227,Standard,PostTension,RC Frame,57610,6875.23,441800,159539,539977,36817,9818,496910000,63,2022
SA-R08229,Abha,Southern,DataCenter,,1016.4541590008728,2,7,Raw,Precast,RC Frame,409,53.54,3659,1321,4472,305,81,1700000,17.5,2020
SA-R08230,Taif,Western,CommercialComplex,,3420.2465740662465,3,41,Raw,ICF,RC Frame,2691,319.16,18469,6669,22574,1539,410,8580000,26.5,2025
SA-R08231,Tabuk,Northern,Townhouse_Project,,3645.866571134061,3,41,UltraLuxury,SteelFrame,RC Frame,2174,247.99,19688,7109,24063,1641,438,99530000,29,2020
SA-R08232,Dammam,Eastern,University,,88562.30849325731,7,500,Premium,Precast,RC Frame,134707,14899.16,1115885,402959,1363860,92990,24797,2465740000,102.5,2021
SA-R08233,Khamis Mushait,Southern,Apartment_Building,,3317.76708921877,10,25,Luxury,Precast,Shear Wall,9814,1122.85,59720,21565,72991,4977,1327,177560000,34,2026
SA-R08234,Buraydah,Central,Warehouse,,15140.721034628077,1,84,Raw,ICF,RC Frame,1833,158.75,27253,9841,33310,2271,606,13430000,37.5,2020
SA-R08235,Madinah,Western,Bridge,,,,,Good,SteelFrame,RC Frame,,,,,,,,0,16.5,2025
SA-R08236,Jeddah,Western,Bridge,,,,,Raw,ICF,RC Frame,,,,,,,,0,17,2020
SA-R08237,Taif,Western,Hotel,,14952.227037738068,7,95,Standard,Precast,RC Frame,22931,2845.55,188398,68033,230264,15700,4187,177640000,67.5,2020
SA-R08238,Khamis Mushait,Southern,Apartment_Building,,2584.1668089477466,9,29,UltraLuxury,SteelFrame,Shear Wall,5969,672.55,41864,15117,51167,3489,930,216830000,27.5,2024
SA-R08239,Khamis Mushait,Southern,Mall,,79239.54895268902,4,533,Premium,AAC,RC Frame,77647,9462.86,570525,206023,697308,47544,12678,1127530000,118,2020
SA-R08240,Buraydah,Central,DataCenter,,2346.9509350840635,1,21,Standard,AAC,RC Frame,612,77.8,4225,1526,5163,352,94,4080000,22,2024
SA-R08241,Khamis Mushait,Southern,Hospital,,49527.441316255514,9,393,Raw,PostTension,Shear Wall,151274,19931.04,802345,289736,980643,66862,17830,337710000,150,2020
SA-R08242,Riyadh,Central,Parking,,6959.942272681947,4,36,Raw,PostTension,RC Frame,4361,399.38,50112,18096,61247,4176,1114,28510000,34,2023
SA-R08243,Makkah,Western,Hospital,,19232.599244174377,9,123,Luxury,AAC,RC Frame,57366,7707.47,311568,112511,380805,25964,6924,1140800000,97.5,2023
SA-R08244,Najran,Southern,Townhouse_Project,,11082.712565748445,4,83,Standard,Precast,RC Frame,9167,1067.53,79796,28815,97528,6650,1773,69240000,44.5,2026
SA-R08245,Najran,Southern,Hospital,,15662.197145560165,9,111,Premium,SlipForm,Shear Wall,49784,6910.22,253728,91624,310112,21144,5638,501480000,98,2026
SA-R08246,Taif,Western,CommercialComplex,,17800.32397332199,9,152,Standard,SteelFrame,RC Frame,35073,4201.77,288365,104132,352446,24030,6408,280030000,51.5,2026
SA-R08247,Khobar,Eastern,Villa,152,291.8653100891479,2,1,Standard,PostTension,Load Bearing,105,11.44,1051,379,1284,88,23,1100000,8.5,2024
SA-R08248,Khamis Mushait,Southern,Residential_Compound,,33369.512120148516,1,193,UltraLuxury,Traditional,RC Frame,7237,711.39,60065,21690,73413,5005,1335,306800000,76.5,2020
SA-R08249,Najran,Southern,Factory,,28154.67634828786,3,231,Luxury,AAC,Steel Frame,18273,1757.73,152035,54902,185821,12670,3379,464390000,73.5,2020
SA-R08250,Hail,Northern,Road,,,,,Luxury,AAC,RC Frame,,,,,,,,0,15.5,2026
SA-R08251,Dammam,Eastern,Warehouse,,19382.080579599955,1,115,Premium,ICF,Precast,3432,284.1,34888,12598,42641,2907,775,76920000,42,2023
SA-R08252,Jeddah,Western,Parking,,9411.461941894502,3,102,Good,PostTension,RC Frame,3763,325.42,50822,18352,62116,4235,1129,76960000,39.5,2024
SA-R08253,Najran,Southern,Apartment_Building,,3730.7444498819964,9,26,Raw,Precast,Flat Slab,6850,756.68,60438,21825,73869,5037,1343,25060000,32.5,2021
SA-R08254,Madinah,Western,Mosque,,2730.2646901646076,2,16,Good,PostTension,RC Frame,860,85.19,9829,3549,12013,819,218,15250000,18.5,2021
SA-R08255,Riyadh,Central,Office_Building,,13941.585302826448,14,134,UltraLuxury,SteelFrame,RC Frame,36908,4033.51,351328,126868,429401,29277,7807,2406300000,56,2020
SA-R08256,Buraydah,Central,DataCenter,,1229.00422512703,2,15,Good,ICF,RC Frame,524,67.65,4424,1598,5408,369,98,6460000,19.5,2020
SA-R08257,Tabuk,Northern,Mosque,,307.8690962227531,3,4,Standard,SteelFrame,RC Frame,141,15.07,1662,600,2032,139,37,1500000,11,2022
SA-R08258,Makkah,Western,University,,31222.41489349614,3,216,Raw,ICF,RC Frame,20491,2282.41,168601,60884,206068,14050,3747,84460000,62,2023
SA-R08259,Riyadh,Central,Hotel,,27245.236024761194,37,173,UltraLuxury,PostTension,RC Frame,231978,28270.93,1814533,655248,2217762,151211,40323,12245620000,123,2023
SA-R08260,Buraydah,Central,Road,,,,,UltraLuxury,Traditional,RC Frame,,,,,,,,0,14.5,2021
SA-R08261,Najran,Southern,School,,3500.156519043407,3,25,Premium,Traditional,RC Frame,1974,213.01,18901,6825,23101,1575,420,34070000,23.5,2020
SA-R08262,Tabuk,Northern,Government_Building,,3318.786599015032,5,27,UltraLuxury,PostTension,RC Frame,3466,360.73,29869,10786,36507,2489,664,167600000,36,2025
SA-R08263,Riyadh,Central,Government_Building,,14274.942907225055,8,139,Premium,Traditional,RC Frame,24726,2847.73,205559,74230,251239,17130,4568,505690000,65.5,2024
SA-R08264,Abha,Southern,Warehouse,,4781.308986908531,1,32,Premium,SteelFrame,Precast,798,69.63,8606,3108,10519,717,191,17450000,22.5,2020
SA-R08265,Taif,Western,Government_Building,,20947.179675707357,10,110,Good,SlipForm,RC Frame,51853,5453.99,377049,136157,460838,31421,8379,538380000,73.5,2026
SA-R08266,Makkah,Western,Parking,,4133.0761305698925,5,32,Raw,PostTension,RC Frame,3616,316.24,37198,13432,45464,3100,827,19340000,29.5,2024
SA-R08267,Tabuk,Northern,DataCenter,,4706.743633751311,4,37,UltraLuxury,PostTension,RC Frame,4711,598.39,33889,12238,41419,2824,753,174350000,30,2025
SA-R08268,Buraydah,Central,Hospital,,16718.76571118725,11,90,Premium,SlipForm,Steel Frame,63048,8334.16,331032,119539,404594,27586,7356,720450000,96,2025
SA-R08269,Tabuk,Northern,Warehouse,,18019.846540875635,2,91,Premium,ICF,Steel Frame,4106,347.22,64871,23426,79287,5406,1442,124780000,41.5,2020
SA-R08270,Hail,Northern,CommercialComplex,,9769.898123277344,6,81,Premium,Precast,RC Frame,12437,1390.58,105515,38103,128963,8793,2345,218030000,40,2026
SA-R08271,Riyadh,Central,Bridge,,,,,Good,Precast,RC Frame,,,,,,,,0,16,2021
SA-R08272,Tabuk,Northern,Hospital,,17381.666125989876,9,179,UltraLuxury,Traditional,Shear Wall,45104,5829.82,281583,101683,344157,23465,6257,1579700000,98,2021
SA-R08273,Madinah,Western,Road,,,,,Premium,SlipForm,RC Frame,,,,,,,,0,15.5,2021
SA-R08274,Madinah,Western,Apartment_Building,,2692.327473843766,11,14,Luxury,ICF,Flat Slab,5874,696.01,53308,19250,65154,4442,1185,184390000,29.5,2020
SA-R08275,Buraydah,Central,Villa,245,697.0639817093374,1,1,Good,SteelFrame,RC Frame,159,17.21,1255,453,1534,105,28,1840000,10,2021
SA-R08276,Abha,Southern,Villa,312,757.7636828869129,3,1,Standard,AAC,Steel Frame,427,44.63,4092,1478,5001,341,91,3870000,11,2024
SA-R08277,Madinah,Western,Office_Building,,2656.117508191498,18,15,Luxury,Precast,RC Frame,10708,1182.93,86058,31077,105182,7172,1912,295410000,37.5,2022
SA-R08278,Tabuk,Northern,School,,9591.233747164253,4,70,Good,PostTension,RC Frame,7520,840.19,69057,24937,84403,5755,1535,93340000,35,2021
SA-R08279,Khamis Mushait,Southern,CommercialComplex,,27473.795691474,10,163,Standard,Traditional,RC Frame,68895,8035.26,494528,178580,604424,41211,10990,423230000,69.5,2022
SA-R08280,Tabuk,Northern,Hospital,,41026.09514850864,8,310,Raw,Traditional,Shear Wall,108129,15085.71,590776,213336,722059,49231,13128,267210000,140,2021
SA-R08281,Khobar,Eastern,School,,9999.875420521475,1,52,Raw,Traditional,RC Frame,2151,217.15,18000,6500,22000,1500,400,9690000,33,2024
SA-R08282,Madinah,Western,Office_Building,,9200.451381417075,4,46,Standard,SteelFrame,RC Frame,8235,948.82,66243,23921,80964,5520,1472,64860000,36.5,2023
SA-R08283,Buraydah,Central,Mosque,,3298.965011269829,2,17,Premium,ICF,RC Frame,1415,138.27,11876,4289,14515,990,264,27270000,20.5,2020
SA-R08284,Tabuk,Northern,Luxury_Villa,305,908.1380120436427,2,1,UltraLuxury,PostTension,RC Frame,319,38.32,3269,1181,3996,272,73,17760000,14,2021
SA-R08285,Taif,Western,DataCenter,,4708.991232146793,4,36,Luxury,SlipForm,RC Frame,5091,685.34,33905,12243,41439,2825,753,113330000,27.5,2022
SA-R08286,Makkah,Western,Mosque,,4840.7935481500435,1,40,Raw,AAC,RC Frame,894,92.29,8713,3147,10650,726,194,4450000,21.5,2022
SA-R08287,Hail,Northern,Mosque,,1522.5110558432289,3,10,Good,PostTension,RC Frame,778,72.72,8222,2969,10049,685,183,11400000,17,2021
SA-R08288,Tabuk,Northern,Parking,,16267.228726078485,4,114,Raw,Traditional,RC Frame,10102,888.99,117124,42295,143152,9760,2603,53290000,53.5,2025
SA-R08289,Buraydah,Central,School,,1849.1184948038194,3,12,Standard,ICF,RC Frame,944,103.73,9985,3606,12204,832,222,9860000,20,2021
SA-R08290,Dammam,Eastern,Residential_Tower,,35040.00782025625,21,183,Luxury,SteelFrame,Core Wall,173701,23246.3,1324512,478296,1618848,110376,29434,4740070000,127,2024
SA-R08291,Khobar,Eastern,DataCenter,,3147.7384310676207,4,23,Standard,AAC,RC Frame,2818,350.44,22664,8184,27700,1889,504,24230000,25.5,2022
SA-R08292,Madinah,Western,University,,29151.80985184365,2,186,Premium,SlipForm,RC Frame,14307,1537.49,104947,37897,128268,8746,2332,233360000,63,2023
SA-R08293,Najran,Southern,Road,,,,,Premium,SteelFrame,RC Frame,,,,,,,,0,16,2022
SA-R08294,Hail,Northern,Townhouse_Project,,4107.8308909345105,2,32,UltraLuxury,SlipForm,RC Frame,1758,185.8,14788,5340,18074,1232,329,81350000,26,2026
SA-R08295,Buraydah,Central,Hotel,,21410.12039140325,9,108,Luxury,AAC,RC Frame,57844,7366.3,346844,125249,423920,28904,7708,1192120000,81,2023
SA-R08296,Riyadh,Central,School,,9861.716617946126,4,94,Good,ICF,RC Frame,7318,758.06,71004,25640,86783,5917,1578,125070000,37.5,2023
SA-R08297,Najran,Southern,School,,9980.140153967408,3,94,Premium,ICF,RC Frame,7448,834.41,53893,19461,65869,4491,1198,100790000,39,2023
SA-R08298,Khamis Mushait,Southern,Factory,,35567.723144611715,2,237,UltraLuxury,SlipForm,Steel Frame,11738,1088.77,128044,46238,156498,10670,2845,642610000,82.5,2022
SA-R08299,Jeddah,Western,Road,,,,,Raw,Traditional,RC Frame,,,,,,,,0,15.5,2023
SA-R08300,Makkah,Western,Bridge,,,,,Luxury,Traditional,RC Frame,,,,,,,,0,14,2021
SA-R08301,Abha,Southern,Residential_Compound,,5702.667208124832,3,31,Good,SteelFrame,RC Frame,3718,402.75,30794,11120,37638,2566,684,44560000,38,2020
SA-R08302,Makkah,Western,Mall,,56782.07646401189,3,565,Good,PostTension,RC Frame,36813,4155.53,306623,110725,374762,25552,6814,463040000,109.5,2022
SA-R08303,Makkah,Western,Warehouse,,10237.22808392538,1,80,UltraLuxury,SlipForm,Precast,1181,99.97,18427,6654,22522,1536,409,113530000,32,2022
SA-R08304,Abha,Southern,Road,,,,,Good,AAC,RC Frame,,,,,,,,0,15.5,2024
SA-R08305,Hail,Northern,Hospital,,55084.281543588215,9,612,Raw,Precast,RC Frame,165817,22977.06,892365,322243,1090669,74364,19830,413440000,155,2026
SA-R08306,Jeddah,Western,Apartment_Building,,6394.90212973224,11,55,Premium,Traditional,Shear Wall,17606,2064.52,126619,45724,154757,10552,2814,300460000,38,2024
SA-R08307,Dammam,Eastern,Residential_Tower,,35412.12755537041,39,267,Standard,Traditional,Core Wall,355386,45356.64,2485931,897697,3038361,207161,55243,2615960000,149,2021
SA-R08308,Khamis Mushait,Southern,Government_Building,,2899.379866523126,7,17,Raw,Precast,RC Frame,4485,478.23,36532,13192,44650,3044,812,15960000,35.5,2020
SA-R08309,Buraydah,Central,Government_Building,,26017.27114565472,5,183,UltraLuxury,SlipForm,RC Frame,29492,3214.21,234155,84556,286190,19513,5203,1386570000,86.5,2025
SA-R08310,Tabuk,Northern,School,,2262.6788568803277,4,14,Raw,SteelFrame,RC Frame,1362,139,16291,5883,19912,1358,362,7460000,22,2023
SA-R08311,Hail,Northern,Villa,270,483.2260536168256,1,1,Good,SlipForm,Load Bearing,96,10.84,870,314,1063,72,19,1190000,8,2021
SA-R08312,Taif,Western,School,,4838.171874805954,1,42,Premium,Precast,RC Frame,1249,131.6,8709,3145,10644,726,194,18540000,25,2026
SA-R08313,Hail,Northern,Mosque,,4586.153430625671,2,32,UltraLuxury,SlipForm,RC Frame,1489,138.28,16510,5962,20179,1376,367,89910000,22.5,2022
SA-R08314,Riyadh,Central,Road,,,,,UltraLuxury,AAC,RC Frame,,,,,,,,0,15.5,2021
SA-R08315,Jeddah,Western,Road,,,,,Premium,PostTension,RC Frame,,,,,,,,0,16,2020
SA-R08316,Hail,Northern,Factory,,26977.01568636556,2,208,Premium,SteelFrame,RC Frame,9849,961.23,97117,35070,118699,8093,2158,193600000,67,2024
