project_id,risk_category,description,probability,impact,mitigation,detected_by_ai
SA-R08754,Structural,Column failure potential,3,1,Design review and structural analysis,false
SA-R08754,Quality,Poor workmanship risk,3,1,Additional testing regime,true
SA-R08754,Schedule,Subcontractor availability,4,3,Accelerated procurement plan,true
SA-R08754,Safety,Heavy lifting accident potential,2,3,Enhanced safety training,true
SA-R08754,Material,Aggregate gradation issue,1,1,Alternative supplier sourcing,true
SA-R08755,Schedule,Subcontractor availability,4,4,Accelerated procurement plan,false
SA-R08755,Material,Steel corrosion risk,3,3,Alternative supplier sourcing,true
SA-R08755,Financial,Labor shortage cost impact,5,1,Fixed price contracts,false
SA-R08755,Structural,Crack propagation in shear walls,3,3,Design review and structural analysis,false
SA-R08756,Schedule,Subcontractor availability,2,3,Accelerated procurement plan,false
SA-R08756,Material,Cement setting time abnormal,1,2,Alternative supplier sourcing,true
SA-R08756,Safety,Heavy lifting accident potential,5,5,Enhanced safety training,true
SA-R08756,Quality,Tolerance deviation,5,5,Additional testing regime,false
SA-R08757,Safety,Electrical shock risk,5,5,Enhanced safety training,true
SA-R08757,Structural,Column failure potential,2,4,Design review and structural analysis,true
SA-R08757,Material,Steel corrosion risk,4,5,Alternative supplier sourcing,true
SA-R08758,Quality,Poor workmanship risk,5,3,Additional testing regime,false
SA-R08758,Structural,Foundation settlement risk,3,1,Design review and structural analysis,true
SA-R08758,Financial,Cement price increase,1,5,Fixed price contracts,false
SA-R08758,Material,Block moisture absorption high,5,3,Alternative supplier sourcing,false
SA-R08758,Schedule,Subcontractor availability,3,4,Accelerated procurement plan,false
SA-R08758,Safety,Electrical shock risk,3,5,Enhanced safety training,false
SA-R08759,Schedule,Material procurement delay,3,3,Accelerated procurement plan,false
SA-R08759,Material,Steel corrosion risk,2,2,Alternative supplier sourcing,true
SA-R08759,Quality,Testing failure rate high,5,1,Additional testing regime,false
SA-R08760,Structural,Inadequate reinforcement detailing,1,5,Design review and structural analysis,false
SA-R08760,Material,Aggregate gradation issue,4,5,Alternative supplier sourcing,true
SA-R08760,Schedule,Material procurement delay,3,2,Accelerated procurement plan,false
SA-R08760,Financial,Labor shortage cost impact,4,3,Fixed price contracts,true
SA-R08760,Safety,Confined space hazard,5,1,Enhanced safety training,true
SA-R08761,Structural,Inadequate reinforcement detailing,4,1,Design review and structural analysis,true
SA-R08761,Material,Block moisture absorption high,4,1,Alternative supplier sourcing,true
SA-R08761,Safety,Working at height risk,5,2,Enhanced safety training,true
SA-R08761,Schedule,Subcontractor availability,1,4,Accelerated procurement plan,false
SA-R08761,Quality,Curing duration not met,1,1,Additional testing regime,true
SA-R08762,Financial,Currency fluctuation risk,5,4,Fixed price contracts,true
SA-R08762,Schedule,Permit approval delay,4,2,Accelerated procurement plan,false
SA-R08762,Quality,Poor workmanship risk,3,3,Additional testing regime,true
SA-R08762,Structural,Slab deflection beyond limits,5,5,Design review and structural analysis,true
SA-R08763,Structural,Foundation settlement risk,2,5,Design review and structural analysis,true
SA-R08763,Material,Cement setting time abnormal,3,5,Alternative supplier sourcing,true
SA-R08763,Schedule,Material procurement delay,2,3,Accelerated procurement plan,false
SA-R08763,Financial,Cement price increase,3,3,Fixed price contracts,false
SA-R08763,Safety,Electrical shock risk,4,3,Enhanced safety training,false
SA-R08763,Quality,Curing duration not met,4,5,Additional testing regime,true
SA-R08764,Schedule,Site handover delay,3,3,Accelerated procurement plan,false
SA-R08764,Safety,Working at height risk,4,5,Enhanced safety training,true
SA-R08764,Financial,Steel price volatility,5,2,Fixed price contracts,true
SA-R08764,Material,Cement setting time abnormal,2,1,Alternative supplier sourcing,true
SA-R08764,Quality,Poor workmanship risk,5,4,Additional testing regime,false
SA-R08764,Structural,Column failure potential,5,1,Design review and structural analysis,false
SA-R08765,Quality,Curing duration not met,5,3,Additional testing regime,false
SA-R08765,Safety,Confined space hazard,2,4,Enhanced safety training,false
SA-R08766,Financial,Currency fluctuation risk,3,4,Fixed price contracts,true
SA-R08766,Schedule,Weather delay potential,5,1,Accelerated procurement plan,false
SA-R08766,Material,Cement setting time abnormal,1,1,Alternative supplier sourcing,true
SA-R08767,Structural,Slab deflection beyond limits,5,5,Design review and structural analysis,true
SA-R08767,Material,Block moisture absorption high,4,1,Alternative supplier sourcing,false
SA-R08768,Structural,Foundation settlement risk,4,5,Design review and structural analysis,true
SA-R08768,Quality,Poor workmanship risk,5,3,Additional testing regime,true
SA-R08768,Material,Concrete strength below spec,1,2,Alternative supplier sourcing,false
SA-R08768,Schedule,Permit approval delay,4,5,Accelerated procurement plan,true
SA-R08768,Financial,Cash flow constraint,3,2,Fixed price contracts,false
SA-R08769,Financial,Steel price volatility,3,3,Fixed price contracts,false
SA-R08769,Structural,Slab deflection beyond limits,5,5,Design review and structural analysis,false
SA-R08769,Material,Aggregate gradation issue,4,2,Alternative supplier sourcing,true
SA-R08769,Quality,Testing failure rate high,2,1,Additional testing regime,false
SA-R08769,Safety,Fire hazard from hot work,4,2,Enhanced safety training,false
SA-R08769,Schedule,Material procurement delay,3,2,Accelerated procurement plan,false
SA-R08770,Structural,Inadequate reinforcement detailing,1,1,Design review and structural analysis,false
SA-R08770,Material,Block moisture absorption high,5,2,Alternative supplier sourcing,false
SA-R08770,Schedule,Site handover delay,1,4,Accelerated procurement plan,true
SA-R08770,Financial,Cash flow constraint,5,4,Fixed price contracts,false
SA-R08770,Safety,Electrical shock risk,1,2,Enhanced safety training,false
SA-R08770,Quality,Incomplete waterproofing,3,4,Additional testing regime,false
SA-R08771,Schedule,Subcontractor availability,2,4,Accelerated procurement plan,true
SA-R08771,Financial,Cement price increase,4,4,Fixed price contracts,true
SA-R08771,Quality,Incomplete waterproofing,3,4,Additional testing regime,false
SA-R08772,Safety,Fire hazard from hot work,4,3,Enhanced safety training,false
SA-R08772,Structural,Crack propagation in shear walls,4,1,Design review and structural analysis,true
SA-R08772,Material,Block moisture absorption high,5,2,Alternative supplier sourcing,true
SA-R08773,Financial,Labor shortage cost impact,2,1,Fixed price contracts,false
SA-R08773,Schedule,Weather delay potential,2,4,Accelerated procurement plan,false
SA-R08773,Material,Steel corrosion risk,2,2,Alternative supplier sourcing,false
SA-R08773,Structural,Column failure potential,3,5,Design review and structural analysis,true
SA-R08774,Quality,Curing duration not met,2,1,Additional testing regime,false
SA-R08774,Schedule,Weather delay potential,1,5,Accelerated procurement plan,false
SA-R08774,Material,Concrete strength below spec,3,2,Alternative supplier sourcing,false
SA-R08775,Structural,Slab deflection beyond limits,5,1,Design review and structural analysis,true
SA-R08775,Quality,Tolerance deviation,4,1,Additional testing regime,true
SA-R08776,Safety,Electrical shock risk,3,2,Enhanced safety training,true
SA-R08776,Schedule,Weather delay potential,5,1,Accelerated procurement plan,false
SA-R08776,Material,Aggregate gradation issue,2,3,Alternative supplier sourcing,true
SA-R08777,Structural,Slab deflection beyond limits,3,1,Design review and structural analysis,true
SA-R08777,Material,Block moisture absorption high,5,3,Alternative supplier sourcing,true
SA-R08778,Quality,Incomplete waterproofing,5,3,Additional testing regime,false
SA-R08778,Material,Aggregate gradation issue,2,3,Alternative supplier sourcing,false
SA-R08778,Structural,Foundation settlement risk,2,4,Design review and structural analysis,true
SA-R08778,Schedule,Weather delay potential,4,3,Accelerated procurement plan,true
SA-R08778,Safety,Fire hazard from hot work,3,5,Enhanced safety training,true
SA-R08779,Material,Steel corrosion risk,4,2,Alternative supplier sourcing,false
SA-R08779,Structural,Inadequate reinforcement detailing,4,1,Design review and structural analysis,false
SA-R08779,Schedule,Subcontractor availability,2,5,Accelerated procurement plan,true
SA-R08780,Schedule,Site handover delay,5,3,Accelerated procurement plan,false
SA-R08780,Safety,Fire hazard from hot work,4,2,Enhanced safety training,false
SA-R08780,Financial,Cash flow constraint,3,4,Fixed price contracts,false
SA-R08780,Material,Concrete strength below spec,5,1,Alternative supplier sourcing,false
SA-R08780,Structural,Inadequate reinforcement detailing,4,2,Design review and structural analysis,true
SA-R08781,Structural,Column failure potential,2,2,Design review and structural analysis,false
SA-R08781,Material,Aggregate gradation issue,3,3,Alternative supplier sourcing,false
SA-R08781,Schedule,Weather delay potential,3,2,Accelerated procurement plan,false
SA-R08781,Safety,Working at height risk,2,3,Enhanced safety training,false
SA-R08782,Quality,Curing duration not met,5,2,Additional testing regime,false
SA-R08782,Safety,Confined space hazard,2,4,Enhanced safety training,false
SA-R08782,Material,Steel corrosion risk,3,1,Alternative supplier sourcing,false
SA-R08782,Structural,Foundation settlement risk,1,2,Design review and structural analysis,false
SA-R08782,Financial,Labor shortage cost impact,2,1,Fixed price contracts,true
SA-R08782,Schedule,Permit approval delay,1,4,Accelerated procurement plan,true
SA-R08783,Structural,Crack propagation in shear walls,4,1,Design review and structural analysis,false
SA-R08783,Material,Block moisture absorption high,1,3,Alternative supplier sourcing,false
SA-R08783,Schedule,Subcontractor availability,1,3,Accelerated procurement plan,false
SA-R08783,Safety,Electrical shock risk,1,5,Enhanced safety training,true
SA-R08783,Financial,Cash flow constraint,1,2,Fixed price contracts,true
SA-R08784,Quality,Incomplete waterproofing,1,4,Additional testing regime,false
SA-R08784,Structural,Column failure potential,1,3,Design review and structural analysis,false
SA-R08784,Material,Concrete strength below spec,5,5,Alternative supplier sourcing,false
SA-R08785,Material,Steel corrosion risk,1,5,Alternative supplier sourcing,true
SA-R08785,Structural,Inadequate reinforcement detailing,2,2,Design review and structural analysis,false
SA-R08785,Quality,Tolerance deviation,1,2,Additional testing regime,false
SA-R08785,Safety,Confined space hazard,5,4,Enhanced safety training,false
SA-R08785,Financial,Cement price increase,1,5,Fixed price contracts,false
SA-R08786,Quality,Incomplete waterproofing,4,3,Additional testing regime,false
SA-R08786,Material,Cement setting time abnormal,1,4,Alternative supplier sourcing,true
SA-R08786,Financial,Cement price increase,3,1,Fixed price contracts,false
SA-R08786,Schedule,Weather delay potential,4,5,Accelerated procurement plan,false
SA-R08786,Safety,Electrical shock risk,3,3,Enhanced safety training,false
SA-R08786,Structural,Column failure potential,5,2,Design review and structural analysis,true
SA-R08787,Financial,Steel price volatility,5,4,Fixed price contracts,true
SA-R08787,Schedule,Weather delay potential,1,5,Accelerated procurement plan,false
SA-R08787,Safety,Electrical shock risk,4,4,Enhanced safety training,true
SA-R08787,Quality,Testing failure rate high,2,3,Additional testing regime,false
SA-R08787,Structural,Slab deflection beyond limits,3,1,Design review and structural analysis,true
SA-R08787,Material,Aggregate gradation issue,3,3,Alternative supplier sourcing,true
SA-R08788,Material,Aggregate gradation issue,2,2,Alternative supplier sourcing,true
SA-R08788,Structural,Slab deflection beyond limits,1,2,Design review and structural analysis,true
SA-R08789,Schedule,Site handover delay,1,4,Accelerated procurement plan,false
SA-R08789,Material,Concrete strength below spec,2,5,Alternative supplier sourcing,false
SA-R08790,Material,Cement setting time abnormal,4,2,Alternative supplier sourcing,true
SA-R08790,Structural,Foundation settlement risk,3,4,Design review and structural analysis,true
SA-R08790,Safety,Electrical shock risk,3,4,Enhanced safety training,false
SA-R08790,Schedule,Weather delay potential,5,1,Accelerated procurement plan,false
SA-R08790,Financial,Steel price volatility,2,2,Fixed price contracts,false
SA-R08791,Structural,Inadequate reinforcement detailing,1,2,Design review and structural analysis,false
SA-R08791,Material,Cement setting time abnormal,3,1,Alternative supplier sourcing,true
SA-R08792,Structural,Column failure potential,2,1,Design review and structural analysis,true
SA-R08792,Quality,Incomplete waterproofing,2,2,Additional testing regime,false
SA-R08792,Safety,Working at height risk,2,3,Enhanced safety training,false
SA-R08792,Material,Block moisture absorption high,3,5,Alternative supplier sourcing,false
SA-R08792,Schedule,Permit approval delay,3,3,Accelerated procurement plan,false
SA-R08792,Financial,Cement price increase,5,3,Fixed price contracts,false
SA-R08793,Quality,Incomplete waterproofing,2,5,Additional testing regime,false
SA-R08793,Structural,Column failure potential,1,4,Design review and structural analysis,false
SA-R08793,Material,Block moisture absorption high,1,5,Alternative supplier sourcing,false
SA-R08793,Schedule,Permit approval delay,5,3,Accelerated procurement plan,true
SA-R08793,Financial,Steel price volatility,2,5,Fixed price contracts,false
SA-R08794,Material,Aggregate gradation issue,2,2,Alternative supplier sourcing,false
SA-R08794,Safety,Fire hazard from hot work,2,1,Enhanced safety training,false
SA-R08794,Structural,Column failure potential,5,5,Design review and structural analysis,false
SA-R08794,Quality,Curing duration not met,2,5,Additional testing regime,false
SA-R08794,Financial,Cement price increase,1,1,Fixed price contracts,false
SA-R08794,Schedule,Weather delay potential,5,4,Accelerated procurement plan,false
SA-R08795,Structural,Column failure potential,5,2,Design review and structural analysis,false
SA-R08795,Schedule,Site handover delay,1,5,Accelerated procurement plan,false
SA-R08795,Quality,Incomplete waterproofing,4,1,Additional testing regime,true
SA-R08796,Structural,Inadequate reinforcement detailing,2,3,Design review and structural analysis,false
SA-R08796,Material,Block moisture absorption high,3,5,Alternative supplier sourcing,true
SA-R08796,Schedule,Subcontractor availability,5,3,Accelerated procurement plan,true
SA-R08796,Financial,Steel price volatility,5,5,Fixed price contracts,true
SA-R08797,Financial,Cement price increase,1,4,Fixed price contracts,false
SA-R08797,Quality,Curing duration not met,3,1,Additional testing regime,false
SA-R08797,Material,Cement setting time abnormal,4,2,Alternative supplier sourcing,true
SA-R08797,Schedule,Site handover delay,4,1,Accelerated procurement plan,true
SA-R08797,Safety,Electrical shock risk,2,3,Enhanced safety training,true
SA-R08797,Structural,Inadequate reinforcement detailing,1,5,Design review and structural analysis,false
SA-R08798,Quality,Incomplete waterproofing,2,1,Additional testing regime,false
SA-R08798,Material,Concrete strength below spec,5,4,Alternative supplier sourcing,true
SA-R08798,Structural,Column failure potential,4,4,Design review and structural analysis,true
SA-R08798,Schedule,Permit approval delay,2,4,Accelerated procurement plan,true
SA-R08798,Financial,Steel price volatility,1,1,Fixed price contracts,true
SA-R08799,Financial,Labor shortage cost impact,2,2,Fixed price contracts,false
SA-R08799,Structural,Crack propagation in shear walls,4,2,Design review and structural analysis,false
SA-R08799,Safety,Fire hazard from hot work,2,3,Enhanced safety training,false
SA-R08799,Quality,Testing failure rate high,3,3,Additional testing regime,true
SA-R08799,Material,Cement setting time abnormal,2,5,Alternative supplier sourcing,false
SA-R08800,Quality,Poor workmanship risk,3,1,Additional testing regime,false
SA-R08800,Structural,Column failure potential,5,5,Design review and structural analysis,true
SA-R08800,Financial,Labor shortage cost impact,2,4,Fixed price contracts,true
SA-R08800,Material,Cement setting time abnormal,4,2,Alternative supplier sourcing,false
SA-R08800,Schedule,Material procurement delay,1,1,Accelerated procurement plan,true
SA-R08800,Safety,Fire hazard from hot work,5,1,Enhanced safety training,true
SA-R08801,Financial,Labor shortage cost impact,4,3,Fixed price contracts,true
SA-R08801,Schedule,Permit approval delay,1,2,Accelerated procurement plan,false
SA-R08801,Safety,Heavy lifting accident potential,2,5,Enhanced safety training,false
SA-R08801,Structural,Column failure potential,4,5,Design review and structural analysis,true
SA-R08802,Quality,Incomplete waterproofing,4,5,Additional testing regime,false
SA-R08802,Financial,Labor shortage cost impact,3,5,Fixed price contracts,true
SA-R08802,Safety,Confined space hazard,5,5,Enhanced safety training,false
SA-R08802,Schedule,Permit approval delay,3,3,Accelerated procurement plan,true
SA-R08802,Material,Block moisture absorption high,3,5,Alternative supplier sourcing,false
SA-R08803,Quality,Incomplete waterproofing,4,3,Additional testing regime,false
SA-R08803,Financial,Labor shortage cost impact,2,3,Fixed price contracts,false
SA-R08804,Quality,Tolerance deviation,2,5,Additional testing regime,false
SA-R08804,Safety,Heavy lifting accident potential,2,4,Enhanced safety training,true
SA-R08804,Financial,Cement price increase,2,4,Fixed price contracts,false
SA-R08804,Schedule,Weather delay potential,2,5,Accelerated procurement plan,true
SA-R08805,Financial,Steel price volatility,2,3,Fixed price contracts,false
SA-R08805,Structural,Slab deflection beyond limits,3,5,Design review and structural analysis,true
SA-R08805,Quality,Incomplete waterproofing,5,1,Additional testing regime,false
SA-R08806,Quality,Poor workmanship risk,2,3,Additional testing regime,true
SA-R08806,Financial,Labor shortage cost impact,1,1,Fixed price contracts,false
SA-R08806,Structural,Slab deflection beyond limits,2,4,Design review and structural analysis,false
SA-R08806,Material,Steel corrosion risk,1,5,Alternative supplier sourcing,true
SA-R08806,Schedule,Site handover delay,2,5,Accelerated procurement plan,false
SA-R08806,Safety,Working at height risk,5,3,Enhanced safety training,false
SA-R08807,Structural,Column failure potential,3,3,Design review and structural analysis,true
SA-R08807,Material,Block moisture absorption high,3,3,Alternative supplier sourcing,false
SA-R08808,Quality,Incomplete waterproofing,5,4,Additional testing regime,false
SA-R08808,Material,Cement setting time abnormal,1,5,Alternative supplier sourcing,true
SA-R08808,Financial,Cash flow constraint,4,4,Fixed price contracts,false
SA-R08808,Structural,Foundation settlement risk,1,4,Design review and structural analysis,true
SA-R08808,Safety,Electrical shock risk,1,2,Enhanced safety training,false
SA-R08808,Schedule,Site handover delay,5,4,Accelerated procurement plan,false
SA-R08809,Material,Block moisture absorption high,3,5,Alternative supplier sourcing,false
SA-R08809,Financial,Labor shortage cost impact,4,5,Fixed price contracts,false
SA-R08809,Schedule,Subcontractor availability,4,4,Accelerated procurement plan,true
SA-R08810,Safety,Heavy lifting accident potential,3,4,Enhanced safety training,false
SA-R08810,Financial,Cement price increase,4,5,Fixed price contracts,false
SA-R08810,Schedule,Material procurement delay,1,4,Accelerated procurement plan,true
SA-R08811,Financial,Cement price increase,2,5,Fixed price contracts,true
SA-R08811,Schedule,Material procurement delay,5,4,Accelerated procurement plan,false
SA-R08811,Material,Cement setting time abnormal,3,5,Alternative supplier sourcing,false
SA-R08811,Quality,Poor workmanship risk,3,2,Additional testing regime,false
SA-R08811,Structural,Inadequate reinforcement detailing,3,5,Design review and structural analysis,true
SA-R08811,Safety,Heavy lifting accident potential,5,5,Enhanced safety training,true
SA-R08812,Schedule,Weather delay potential,2,4,Accelerated procurement plan,true
SA-R08812,Quality,Tolerance deviation,2,5,Additional testing regime,false
SA-R08813,Quality,Curing duration not met,3,3,Additional testing regime,false
SA-R08813,Structural,Inadequate reinforcement detailing,2,5,Design review and structural analysis,true
SA-R08813,Schedule,Material procurement delay,5,5,Accelerated procurement plan,false
SA-R08814,Financial,Steel price volatility,2,2,Fixed price contracts,true
SA-R08814,Structural,Foundation settlement risk,4,5,Design review and structural analysis,false
SA-R08815,Structural,Foundation settlement risk,4,4,Design review and structural analysis,false
SA-R08815,Safety,Fire hazard from hot work,1,3,Enhanced safety training,true
SA-R08815,Material,Aggregate gradation issue,1,4,Alternative supplier sourcing,false
SA-R08815,Financial,Cash flow constraint,2,3,Fixed price contracts,true
SA-R08815,Schedule,Permit approval delay,3,5,Accelerated procurement plan,true
SA-R08815,Quality,Poor workmanship risk,2,2,Additional testing regime,false
SA-R08816,Quality,Incomplete waterproofing,2,5,Additional testing regime,false
SA-R08816,Financial,Currency fluctuation risk,3,4,Fixed price contracts,false
SA-R08816,Schedule,Permit approval delay,2,4,Accelerated procurement plan,true
SA-R08816,Safety,Working at height risk,3,1,Enhanced safety training,false
SA-R08816,Material,Block moisture absorption high,1,1,Alternative supplier sourcing,true
SA-R08817,Schedule,Material procurement delay,4,2,Accelerated procurement plan,false
SA-R08817,Structural,Column failure potential,1,2,Design review and structural analysis,false
SA-R08817,Financial,Steel price volatility,3,5,Fixed price contracts,false
SA-R08818,Quality,Incomplete waterproofing,5,4,Additional testing regime,false
SA-R08818,Financial,Cash flow constraint,3,4,Fixed price contracts,false
SA-R08818,Safety,Working at height risk,5,5,Enhanced safety training,false
SA-R08818,Structural,Inadequate reinforcement detailing,1,1,Design review and structural analysis,true
SA-R08818,Material,Steel corrosion risk,5,1,Alternative supplier sourcing,false
SA-R08818,Schedule,Subcontractor availability,2,2,Accelerated procurement plan,false
SA-R08819,Material,Aggregate gradation issue,2,4,Alternative supplier sourcing,true
SA-R08819,Schedule,Permit approval delay,2,4,Accelerated procurement plan,false
SA-R08819,Safety,Fire hazard from hot work,2,3,Enhanced safety training,false
SA-R08819,Financial,Currency fluctuation risk,3,2,Fixed price contracts,false
SA-R08819,Structural,Crack propagation in shear walls,5,5,Design review and structural analysis,false
SA-R08819,Quality,Incomplete waterproofing,2,2,Additional testing regime,true
SA-R08820,Schedule,Subcontractor availability,2,3,Accelerated procurement plan,false
SA-R08820,Financial,Cement price increase,1,1,Fixed price contracts,false
SA-R08820,Material,Cement setting time abnormal,4,4,Alternative supplier sourcing,false
SA-R08821,Structural,Crack propagation in shear walls,5,1,Design review and structural analysis,true
SA-R08821,Material,Aggregate gradation issue,2,1,Alternative supplier sourcing,false
SA-R08821,Schedule,Weather delay potential,3,1,Accelerated procurement plan,false
SA-R08821,Financial,Cement price increase,3,4,Fixed price contracts,false
SA-R08822,Financial,Currency fluctuation risk,2,1,Fixed price contracts,true
SA-R08822,Schedule,Subcontractor availability,2,1,Accelerated procurement plan,true
SA-R08823,Financial,Cement price increase,5,1,Fixed price contracts,false
SA-R08823,Quality,Tolerance deviation,5,5,Additional testing regime,true
SA-R08823,Safety,Working at height risk,3,3,Enhanced safety training,true
SA-R08824,Structural,Crack propagation in shear walls,4,3,Design review and structural analysis,false
SA-R08824,Financial,Cement price increase,3,1,Fixed price contracts,true
SA-R08824,Quality,Tolerance deviation,1,5,Additional testing regime,true
SA-R08824,Material,Steel corrosion risk,4,1,Alternative supplier sourcing,true
SA-R08825,Financial,Currency fluctuation risk,3,5,Fixed price contracts,false
SA-R08825,Material,Concrete strength below spec,3,2,Alternative supplier sourcing,false
SA-R08825,Quality,Testing failure rate high,1,5,Additional testing regime,true
SA-R08825,Structural,Slab deflection beyond limits,2,4,Design review and structural analysis,false
SA-R08826,Structural,Inadequate reinforcement detailing,2,2,Design review and structural analysis,false
SA-R08826,Material,Aggregate gradation issue,2,4,Alternative supplier sourcing,false
SA-R08826,Safety,Confined space hazard,4,4,Enhanced safety training,false
SA-R08826,Financial,Labor shortage cost impact,2,5,Fixed price contracts,true
SA-R08826,Quality,Tolerance deviation,4,1,Additional testing regime,false
SA-R08827,Financial,Labor shortage cost impact,2,2,Fixed price contracts,false
SA-R08827,Schedule,Site handover delay,4,5,Accelerated procurement plan,false
SA-R08828,Structural,Slab deflection beyond limits,4,3,Design review and structural analysis,false
SA-R08828,Safety,Electrical shock risk,5,2,Enhanced safety training,true
SA-R08828,Quality,Incomplete waterproofing,4,4,Additional testing regime,true
SA-R08828,Material,Block moisture absorption high,5,5,Alternative supplier sourcing,false
SA-R08828,Schedule,Subcontractor availability,4,5,Accelerated procurement plan,false
SA-R08828,Financial,Cement price increase,3,4,Fixed price contracts,true
SA-R08829,Financial,Steel price volatility,2,3,Fixed price contracts,true
SA-R08829,Material,Aggregate gradation issue,3,1,Alternative supplier sourcing,true
SA-R08829,Safety,Fire hazard from hot work,4,2,Enhanced safety training,false
SA-R08830,Quality,Poor workmanship risk,5,4,Additional testing regime,true
SA-R08830,Structural,Inadequate reinforcement detailing,3,1,Design review and structural analysis,false
SA-R08830,Material,Cement setting time abnormal,2,3,Alternative supplier sourcing,true
SA-R08830,Schedule,Material procurement delay,2,5,Accelerated procurement plan,false
SA-R08830,Safety,Heavy lifting accident potential,1,3,Enhanced safety training,true
SA-R08830,Financial,Cash flow constraint,3,3,Fixed price contracts,true
SA-R08831,Schedule,Subcontractor availability,5,1,Accelerated procurement plan,true
SA-R08831,Safety,Confined space hazard,2,1,Enhanced safety training,false
SA-R08832,Structural,Foundation settlement risk,1,4,Design review and structural analysis,false
SA-R08832,Material,Steel corrosion risk,2,1,Alternative supplier sourcing,false
SA-R08832,Quality,Poor workmanship risk,5,3,Additional testing regime,false
SA-R08832,Schedule,Material procurement delay,4,3,Accelerated procurement plan,false
SA-R08832,Financial,Labor shortage cost impact,3,3,Fixed price contracts,true
SA-R08833,Schedule,Subcontractor availability,2,4,Accelerated procurement plan,false
SA-R08833,Financial,Labor shortage cost impact,5,1,Fixed price contracts,true
SA-R08833,Structural,Crack propagation in shear walls,4,5,Design review and structural analysis,true
SA-R08833,Quality,Incomplete waterproofing,5,4,Additional testing regime,true
SA-R08833,Safety,Electrical shock risk,5,5,Enhanced safety training,true
SA-R08833,Material,Concrete strength below spec,4,5,Alternative supplier sourcing,true
SA-R08834,Financial,Labor shortage cost impact,5,2,Fixed price contracts,true
SA-R08834,Structural,Foundation settlement risk,1,5,Design review and structural analysis,false
SA-R08834,Quality,Incomplete waterproofing,3,2,Additional testing regime,true
SA-R08834,Material,Aggregate gradation issue,3,1,Alternative supplier sourcing,false
SA-R08834,Schedule,Material procurement delay,3,4,Accelerated procurement plan,true
SA-R08834,Safety,Confined space hazard,5,3,Enhanced safety training,true
SA-R08835,Quality,Incomplete waterproofing,2,1,Additional testing regime,true
SA-R08835,Safety,Confined space hazard,5,5,Enhanced safety training,true
SA-R08835,Financial,Cement price increase,1,5,Fixed price contracts,false
SA-R08836,Material,Cement setting time abnormal,2,1,Alternative supplier sourcing,true
SA-R08836,Safety,Confined space hazard,2,3,Enhanced safety training,false
SA-R08837,Quality,Curing duration not met,1,1,Additional testing regime,true
SA-R08837,Safety,Confined space hazard,2,5,Enhanced safety training,false
SA-R08837,Financial,Cement price increase,3,1,Fixed price contracts,true
SA-R08837,Schedule,Subcontractor availability,3,2,Accelerated procurement plan,true
SA-R08837,Material,Cement setting time abnormal,4,4,Alternative supplier sourcing,false
SA-R08838,Safety,Heavy lifting accident potential,4,2,Enhanced safety training,true
SA-R08838,Schedule,Site handover delay,2,2,Accelerated procurement plan,false
SA-R08839,Safety,Confined space hazard,4,3,Enhanced safety training,true
SA-R08839,Financial,Cement price increase,1,2,Fixed price contracts,false
SA-R08839,Schedule,Site handover delay,5,1,Accelerated procurement plan,false
SA-R08839,Material,Block moisture absorption high,5,1,Alternative supplier sourcing,false
SA-R08839,Structural,Crack propagation in shear walls,5,1,Design review and structural analysis,true
SA-R08839,Quality,Incomplete waterproofing,4,3,Additional testing regime,false
SA-R08840,Financial,Cash flow constraint,1,5,Fixed price contracts,false
SA-R08840,Structural,Foundation settlement risk,3,3,Design review and structural analysis,false
SA-R08840,Safety,Fire hazard from hot work,2,5,Enhanced safety training,true
SA-R08840,Material,Aggregate gradation issue,2,4,Alternative supplier sourcing,false
SA-R08840,Schedule,Permit approval delay,5,2,Accelerated procurement plan,false
SA-R08840,Quality,Curing duration not met,4,3,Additional testing regime,false
SA-R08841,Structural,Inadequate reinforcement detailing,2,1,Design review and structural analysis,true
SA-R08841,Quality,Incomplete waterproofing,2,3,Additional testing regime,true
SA-R08841,Material,Cement setting time abnormal,1,5,Alternative supplier sourcing,true
SA-R08841,Schedule,Weather delay potential,5,3,Accelerated procurement plan,true
SA-R08842,Financial,Steel price volatility,4,1,Fixed price contracts,true
SA-R08842,Structural,Inadequate reinforcement detailing,3,4,Design review and structural analysis,true
SA-R08843,Financial,Labor shortage cost impact,3,1,Fixed price contracts,false
SA-R08843,Schedule,Site handover delay,2,4,Accelerated procurement plan,false
SA-R08843,Quality,Poor workmanship risk,1,4,Additional testing regime,false
SA-R08843,Safety,Confined space hazard,3,3,Enhanced safety training,true
SA-R08843,Material,Steel corrosion risk,3,4,Alternative supplier sourcing,false
SA-R08843,Structural,Crack propagation in shear walls,3,5,Design review and structural analysis,true
SA-R08844,Quality,Incomplete waterproofing,1,1,Additional testing regime,false
SA-R08844,Safety,Working at height risk,1,2,Enhanced safety training,false
SA-R08844,Structural,Crack propagation in shear walls,4,5,Design review and structural analysis,true
SA-R08844,Material,Aggregate gradation issue,3,5,Alternative supplier sourcing,false
SA-R08844,Schedule,Material procurement delay,1,1,Accelerated procurement plan,false
SA-R08844,Financial,Cash flow constraint,5,5,Fixed price contracts,false
SA-R08845,Quality,Poor workmanship risk,2,5,Additional testing regime,false
SA-R08845,Structural,Crack propagation in shear walls,4,1,Design review and structural analysis,true
